term,genes
Gf1b,Aldh1l1;Slc44a1;Rasgrf2;Prkag2;Ifit3;Amot;Golga4;Gja1;9-sep;Ccnd2;Ednrb;Peg13;Fnta;Senp8;Dner;Me1;Myo18a;Efhd1;A4galt;Mbnl2;Prkcd;Kremen1;Cacna2d3;Rfx3;Emp2;Fos;Osmr;Shisa9;Ddost;Rab33b;C1ql1;Gap43;Ndufs7;Cd109;Pick1;Fkbp9;Fam92b;Itih5;Kank1;Ddc;Zfp869;Atl2;Cstf2t;Rnf7;Akap2;Fam129b;Coro1c;Socs3;Clec3b;Sertad3;Galr3;Apoh;1110051m20rik;4-sep;Susd4;Cdc37l1;Mbp;Spen;Snrk;Marcks;Col5a3;9530068e07rik;Vim;Ttll9;Bcl2l1
Gfi1b,Ifitm3;Ywhae;H2-t23;Slc35b2;Cdkn1a;Cuedc2;Ndufa11;Ptprn;Hjurp;Trim8;Akap13;Retreg2;Map1lc3b;Golga4;Eef2k;Lgals1;Fth1;Flot1;Sirpa;Tmed2;Lgals9;Cic;D3ertd751e;Tead3;Paqr8;Dusp4;Tsc22d4;Unc13a;Gpx1;Tnfrsf12a;Stard7;Entpd6;Arid5a;Shisa5;Ndufc2;Slc30a1;Bcs1l;Ptgr2;Tuba4a;Ddost;Rab33b;Dctd;Tmem135;Rcn2;Tmx2;Ppa2;Ndufs7;Mia2;Irf1;Arhgef4;Vamp1;Cmpk2;Ctxn1;Fkbp3;Ppard;Agpat5;Lrrc59;Mvk;Cebpd;Insig1;Cstf2t;Capg;Agpat1;Usp18;Cox5a;Lmf1;Ablim2;Galr3;Myo6;Abl1;Tspan4;Ctnna1;Camta1;E2f5;Sncb;Ndufv2;Mark3;Mcl1;Stat1;Fus;Tmem176a;Def8;Nipsnap2;Tmco1;Sccpdh;Rcan2;Maff;Zyx;Rnps1;Vim;Calr;Calm1;Ramp1;Ypel3;Itm2c
Grhl2,Adcyap1r1;Synm;Steap4;Naxd;Cebpd;Sdc2;Atl2;Dbi;Fnbp1l;Larp1b;Sult1a1;Akap13;Ndst1;Cnr1;Fth1;Nfkbiz;Spp1;Ctnna1;Nrip3;Plce1;Txndc5;Mbnl2;Rasl10b;Tmem176a;Omg;Cidea;Emp2;Gab2;Foxp4;Ddost;Hinfp;Clip3;Wnk2;Aplnr;Vim;Fcgr2b;Fam92b;Fjx1
Hif1a,Agpat5;Tle1;Ahnak;Gadd45b;Lrp1;Ptprn;Plod2;Fos;Triobp;Rnf126;Ldha;Map1lc3b;Gja1;Pfkl;P4ha1;Pnpo;Mafk;Dhcr7;Angptl4
Hnf4a,Ahcyl1;Aqp4;Fnbp1l;Txndc16;Ifit3;Icam1;Mylk;Lgals3;Ndst1;Golga4;Samd14;Mprip;Fth1;Plce1;Paqr8;Paqr7;Mbnl2;Stard7;Entpd5;Prkcd;Entpd6;Ifrd1;Asrgl1;Rnf126;Carhsp1;Ppa2;Mia2;Kctd10;Vdac2;Mxra7;Tagln3;Ezr;Macf1;Mtmr3;Pdxdc1;Sdc2;Tshz1;Zc3hav1;Pla2g7;Osgep;Nln;Ldha;Rras;Apoh;Pnpo;Cd14;Tspan3;Snx5;Rpl41;Pmm1;Iqsec1;Gng12;Cp;Ppp1r1a;Adi1;Wnk2;Ppp1r1b;Echdc3;Calm3;Fat3;Sfxn1;Rgl1;Sfxn5;Cdkn1a;Synm;Tinagl1;Slc44a1;Ptprn;Arpc1b;Kcnc3;Prkag2;Hrct1;Vldlr;Slc7a10;Arhgap5;Smg5;Triobp;Trim8;Akap13;Tmed2;Anxa7;Phgdh;Pllp;Kremen1;Tmc7;Emp2;Rhof;Gab2;Ptgr2;Slc39a14;Tmem33;Hacd3;Cd302;Angptl4;Ergic1;Ppard;Kank1;Ahnak;Slc43a3;Amigo2;Atl2;Capg;Akap2;Fam129b;Tm9sf3;Olfml3;Camk2n1;Ucp2;Ctnna1;Flnc;Eps15;Farp1;Egln2;Stat1;Nr1h2;Stat3;Sorbs1;Dhrs1;Mlh3;Tmco1;Tmem59;Znfx1;Ramp1;Ttll9;Steap3;Aldh1l1;Midn;Col16a1;Plxnd1;Ndufa11;Plod2;Tmem140;Tgm1;Laptm4a;Chchd3;Ccnd2;Capn5;Kif5a;Tom1;Capn2;Enpp2;Tnr;Cavin1;Kpna3;Tgm2;Il13ra1;Tle1;Arid5a;Shisa5;Kctd1;Slc30a1;Rpsa;Foxp4;Dctd;Tmem135;Smo;Stim1;Gpd1;Sqstm1;Fkbp5;Rhobtb3;Slc1a4;Fbln5;Coro1c;Arhgap21;Dhrs7b;Abl1;Camta1;Mbp;Slc38a3;Ndufv2;Pltp;Mark3;Txndc5;Mcl1;Zbtb16;Vta1;Ephx2;Coq7;Fbxo31;Reep1;Mfhas1;P4ha1;Stk25;Dlg5;Bcl3;Maff;Plekhm2;Mafk;Dhcr7;Gnb5;Eif4g3;Bcl2l1;Bmpr1a;Rnf10;Cuedc2;Rasgrf2;Lamc1;Etfb;Atp5g1;Sgce;Rbm3;Eef2k;Dbp;Snapc2;Nfkbiz;Me1;Myo18a;Pgm5;Slc13a3;Amt;Ndufc2;Urb1;Tnfrsf1a;Tapbp;Ptp4a2;Gap43;Ndufs7;Tst;Ctdsp2;Slc25a5;Ddc;Mvk;Naxd;Hlf;Lrp1;Mvp;Rnf7;Tns2;Agpat1;Usp18;Psmb10;Ablim2;Sv2b;Atoh8;Lrig1;Cdc37l1;Lrrc8a;E2f5;Usp24;Spen;Slc35a2;Negr1;Smox;Asxl1;Nfasc;Snrk;Myo1c;Psat1;Chpt1;Thrsp;Polr3h;Eif3f;Tpt1;Slc22a4;Cnn3;Fyco1;Susd4;Map3k6;Brd2;Gadd45b;Ampd3;Rab33b;Eef1a1;Erbin;Spry2;Rdh5;Amotl2;Atf4
Hnfa,Ahcyl1;Col16a1;Tinagl1;Apip;Lamc1;Fnbp1l;Cyr61;Trim8;Ednrb;Capn2;Tnr;Plce1;Phgdh;Map3k6;Cd34;Wls;Gbp5;Paqr7;Myoc;Fbxo2;Slc30a1;Ampd3;Ddost;Fndc5;Ptp4a2;Cttn;Map7d1;S100a6;Padi2;Astn1;Itih5;Macf1;Luzp2;Cstf2t;Cnn3;Arhgap21;Olfml3;Camk2n1;Susd4;S1pr1;Them4;Camta1;Gbp2;Eps15;Gbp3;Usp24;Spen;Cadm3;Negr1;Sorbs1;Gng12;Tmco1;Tmem59;Nfasc;Sccpdh;Cxcl12;P4ha1;Reep3;Dlg5;Alpl;Plekhm2;Echdc3;Vim;Slc25a34;Eif4g3;Bmpr1a
Hoxa2,Tshz1;Idh2;Qk
Hoxb4,Cuedc2;Hip1;Atp5g1;Ifit2;Fyco1;Chchd3;Ccnd2;Dbp;Bcl7a;Tmsb4x;Dner;Tmed2;Anxa7;Phgdh;Lgals9;Cd34;D3ertd751e;Oasl1;Paqr7;Tspyl1;Tnfrsf12a;Entpd5;Arid5a;Slc39a10;Erbin;Stim1;Ndufs7;Sbds;Vamp1;Atf4;Atp6v1a;Hdac2;Cebpd;Rhobtb3;Osgep;Gnai2;Nln;Ptdss1;Mat2a;Rras;Dhrs7b;Myo6;Ucp2;Gse1;Sc5d;Lrrc8a;Fmc1;Egln2;Stat3;Coq7;Tmem59;Cops6;Rnps1;Calr;Nf2;Fcgr2b
Hoxb7,Ywhae;Pygb;Synm;Rarg;Ahcyl1;Slc44a1;Kcnc3;Hspb1;Lamc1;Sat1;Atp5g1;Larp1b;Rlbp1;Ppp1r9b;Trim9;Map1lc3b;Gja1;Eef2k;Arl5c;Bcl7a;Dner;Efhd1;Kpna3;Gpr179;Tspyl2;Igfbp4;Entpd6;Col23a1;Kremen1;Kctd1;Fam126a;Asrgl1;Eef1a1;Slc25a18;Smo;Ndufs7;Ctdsp2;Erf;Padi2;Vdac2;Mxra7;Ergic1;Vgll3;Lrrc59;Lman2l;Lrp1;Anapc16;Usp54;Sdc2;Atl2;Cstf2t;Usp18;Osgep;Fam129b;Clec3b;Ldha;Myo6;Ucp2;Cd14;Spen;Ephx2;Tnk2;Msn;Tmco1;Qdpr;Dhrs7;G6pc3;Dlg5;Bcl3;Chpt1;Calm3;Sycp3;Itm2c;Fgfr1
Hoxc9,Lgals3bp;Ndufa13;Cuedc2;Hjurp;Hspb1;Dbi;Ifit1;Smg5;Triobp;Sox2;Rph3a;Fyco1;Samd14;Lgals1;Bcl7a;Fnta;Slc22a17;Fth1;Phgdh;Junb;Slc39a1;Kpna3;Mbnl2;Rfx3;Fos;Bcs1l;Neat1;Ddost;Tmem135;Mia2;Ctdsp2;Sbds;Gas5;Irf9;Ppp1r15a;Tshz1;Osgep;Tspan31;Emg1;Dhrs7b;Pnpo;Them4;Mcl1;Nr1h2;Def8;Cherp;Fbxo31;Hinfp;Ehd3;Nit1
Hsf1,Slc35b2;Arpc1b;Cltb;Hspb1;Plod2;Triobp;Sgce;Akr7a5;Gja1;Eef2k;Arl5c;Lgals1;Capn2;Myo18a;Arl6ip4;Timp3;Tspyl2;Parp3;Tpi1;Pllp;Irak3;Gfra1;Rhof;Osmr;Ndufs7;Tmem33;Serping1;Angptl4;Atp6v1a;Lman2l;Lrp1;Zc3hav1;Slc5a3;Akap2;Sbno2;Mat2a;Rras;Them4;Gse1;Flnc;Fmc1;Mcl1;Spen;Nr1h2;Tnk2;Mt1;Fbxo31;Bst2;Cxcl10;P4ha1;Maff;Mafk;Amotl2;Tpt1
Htt,Gbp5;Gpm6a;Mog;Usp54;Arpc1b;Ephx2;Serpina3m;Slc7a10;C1ql1;Lao1;Mustn1;Fabp7;Eef1a2;Tmem35a;Nrip3;Thrsp;Sncb;Junb
Ikzf1,Gdf10;Mtch1;Gpx3;Kcnc3;Prkcd;Fxyd6;Slc1a4
Irf1,Dusp4;Parp3;Sdc2;Tmem140;Ifit1;Psmb8;Ifit3;Amot;Tapbp;Ifit2;Bst2;Znfx1;Mdk;Rhoj;Timp3;E2f5;Wls
Irf4,Macf1;Lrrc59;Adcyap1r1;Steap4;Slc1a4;Lamc1;Agap3;Fnbp1l;Larp1b;Trim9;Nln;Ablim2;Chchd3;Camk2n1;Plce1;Lgals9;E2f5;Usp24;Gbp5;Rasl10b;Omg;Cidea;Emp2;Gfra1;Foxp4;Efr3b;Cldn10;Gprc5b;Gap43;Cxcl12;Tmx2;Kctd10;Dlg5;Vdac2;Fxyd6;Vim;Sycp3;Fjx1;Sfxn5;Mgll
Irf8,Ifitm3;Steap3;Ahcyl1;Plxnd1;Fads3;Lgals3;Golga4;Ccnd2;Sirpa;Junb;Pamr1;Il13ra1;Chid1;Rsad2;Mamstr;Prkcd;Cybb;Slc30a1;Ifit3b;Tuba4a;4930402h24rik;Adam15;Mia2;S100a6;Erp29;Erf;Igtp;Cmpk2;Sqstm1;H2-d1;Mtmr3;Lman2l;Zfp503;Pla2g7;Socs3;Sbno2;Myo6;Mbp;Tspan3;Pltp;Ralgds;Mcl1;Smad1;Tmem86a;Iqsec1;Wfs1;Irgm1;Ifi47;Marco;Cxcl10;Mfhas1;Bc005537;Sqle;Reep3;Plekhm2;Fat3;Xaf1;Eif4g3;Sfxn5;Fgfr1;Ggta1;1700025g04rik;Arl5c;Ctsl;Phgdh;Cic;Oasl2;Slc39a10;Icosl;Fos;Ddost;Tapbp;Slc25a18;Cttn;Irf1;Cd302;Ank;Ergic1;Cebpd;Psmb10;Gnai2;Olfml3;Ucp2;S1pr1;Spp1;Gbp2;Gbp3;Egln2;Mog;Pcp4l1;Tmem176b;Stat3;Nap1l1;Efr3b;Sgpp1;Mlh3;Psmb8;Myo1c;Zyx;Fcgr2b;Tpt1;Rpl4;Rtp4;Arl6ip1;Amigo2;H2-k1;Cstf2t;Zc3hav1;Ifit1;Usp18;Akap13;Laptm4a;Capn5;Fmc1;Gbp5;Stat1;Entpd5;Arid5a;Asxl1;Bst2;Cldn10;Marcks;Ndufs7;Irf7;Cdc42se1;Ppp1r9b;Carhsp1;Frem2;Nfkbiz;Lsr;Ifit3;Ifit2
Isl1,Cdkn1a;Synm;Frmpd1;Prkag2;Cyr61;Ppp1r9b;Sox2;Rph3a;Gja1;Chchd3;Ccnd2;Dbp;Ednrb;Dner;Hey2;Nfkbiz;Me1;Tmed2;Synpo;Junb;Wls;Dusp4;Gpx3;Acot10;Slc39a10;Foxp4;Eef1a1;Tmem135;Kctd10;Ctdsp2;Erf;Serping1;Macf1;Hdac2;Hlf;Zfp703;Insig1;Lrtm2;Zfp503;Cstf2t;Agap3;Rnf7;Akap2;Prdx2;Lao1;Olfml3;Cnr1;Asna1;Atoh8;Tspan7;Fam241a;Lrig1;Tspan4;Apod;Farp1;Cadm3;Rasl10b;Tmem176b;Zbtb16;Sgpp1;Psmb8;Hinfp;Stxbp5l;Bc005537;Reep3;Etl4;Calm3;Fat3;Calm1;Eif4g3
Jarid1a,Rpl4;Cuedc2;Ahcyl1;Mvk;Tbc1d9b;Ndufb10;Pdxdc1;Cltb;Cstf2t;Ece2;Mrpl41;Rbm3;Sbno2;Emg1;Tmem147;Snapc2;Mpz;Asna1;Bag1;Arl6ip4;Tmed2;Parp3;Egln2;D8ertd738e;Mtx1;Metrn;Nr1h2;Vta1;Sdhc;Bcs1l;Ddost;Tmco1;Tapbp;Cops6;Spcs2;Ndufs7;Kctd10;9530068e07rik;Ppp1r1b;Gpd1;Sbds;Vamp1;Pick1;Eif3f;Calr;Nit1
Jarid1b-dain,Midn;Slc44a1;Fam107a;Hspb1;Hr;Vldlr;Tmem140;Trim9;Lgals3;Lgals1;Kif5c;Mdk;Adamts1;Senp8;Dner;Enpp2;Tnr;Anxa7;A4galt;Junb;Cd34;Oasl1;Tspyl2;Paqr6;Tpi1;Stard7;Col23a1;Shisa5;Foxp4;C1ql1;Dctd;Plin4;Anapc4;Cdc42ep1;Hacd3;Cd302;Fkbp9;Chst2;H2-d1;Atf4;Ppp1r15a;Atp6v1a;Exd2;Zfp703;Mvp;Tspan33;Fam129b;Lmf1;Ldha;Rras;Mustn1;Dhrs7b;Mgat3;Mbp;Cd14;Flnc;Msx1;Tspan3;Cyc1;E2f5;Ip6k1;Sncb;Ndufv2;Cadm3;Egln2;Negr1;Pcp4l1;Vta1;Tnk2;Tmem176a;Fbxo31;Asxl1;Pfkl;Cxcl12;P4ha1;Col5a3;Calm3;Polr3h;Calm1;Ramp1;Eif4g3;Fgfr1;Eif4g1
Jarid2,Tinagl1;Plxnd1;Zfp703;Kcna1;Zfp503;H2-k1;Prkag2;Zbtb42;Hr;Cyr61;Sel1l3;Trim9;Ccnd2;Cnr1;Adamts1;Atoh8;Adora1;Efhd1;Flnc;Msx1;Cavin1;Dusp4;Farp1;Cadm3;Igfbp4;Zbtb16;Cacna2d3;Ndufc2;Kctd1;Gfra1;Sgpp1;C1ql1;Ppp1r3g;Mfhas1;Cxcl12;Lrg1;Col4a2;Wnk2;Eef1a2;Fjx1;Frem2;Mgll;Chst2;H2-d1;Adcyap1r1;Ncan;Tshz1;Ppp1r9b;Retreg2;Negr1;Gab2;Osmr;Apln;Ptprd;Fndc5;Gjb2;Ppp1r1b;Rgl1
Jun,Pygb;Rnf10;Col16a1;Cltb;Hspb1;Lamc1;Atp5g1;Txndc15;Akap13;Fyco1;Ndst1;Laptm4a;Adamts1;Tom1;Capn2;Cavin1;Il13ra1;Brd2;Gabarapl1;Tnfrsf12a;Ifrd1;Slc30a1;Tmc7;Emp2;Neat1;Fam126a;Tnfrsf1a;Cttn;Ifi27;Cd109;Aplnr;S100a6;Angptl4;Fjx1;Chst2;Ppp1r15a;Kank1;Slc43a3;Insig1;Lpar1;Rhobtb3;Zc3hav1;Sbsn;Akap2;Myl12a;Fam129b;Drp2;Clec3b;Camk2n1;Pnpo;Them4;Camta1;Nrip3;Lrrc8a;Mbp;Flnc;Gbp2;Ndufv2;Pltp;Ralgds;S100a11;Mcl1;Smox;Asxl1;Col1a1;Ehd3;Maff;Mafk;Rnps1;Vim;Calm1;Sfxn5;Cdkn1a;Vldlr;Ifit1;Nudt4;Mylk;Trim9;Map1lc3b;Chchd3;Fnta;Lgals9;Mbnl2;Rsad2;Igfbp4;Amt;Slc39a10;Rfx3;Ampd3;Gab2;Dctd;Eef1a1;Col4a2;Ctdsp2;Sbds;Sqstm1;Macf1;Adcyap1r1;Cebpd;Adcy2;Usp18;Ablim2;Sv2b;Apoh;Myo6;Lrig1;Ctnna2;Eps15;Jam2;Farp1;Wfs1;Tmco1;Fbxo31;Slc6a8;Gsta4;Adi1;Bcl3;Ppp1r1b;Echdc3;Sfxn1;Ramp1
Jund,Pygb;Col16a1;Tinagl1;Plxnd1;Cltb;Hspb1;Lamc1;Atp5g1;Txndc15;Trim8;Akap13;Fyco1;Ndst1;Laptm4a;Adamts1;Fth1;Tom1;Capn2;Pamr1;Cavin1;Il13ra1;Paqr8;Brd2;Gabarapl1;Unc13a;Mbnl2;Tnfrsf12a;Ifrd1;Tmc7;Fos;Neat1;Fam126a;Tnfrsf1a;Ptp4a2;Cttn;Map7d1;Cd109;Rhoj;Aplnr;S100a6;Plin4;Fjx1;Fkbp3;Kank1;Mvp;Insig1;Kcna1;Lpar1;Rhobtb3;Zc3hav1;Sbsn;Akap2;Myl12a;Fam129b;Prdx2;Clec3b;Ldha;Camk2n1;Ucp2;Camta1;Nrip3;Lrrc8a;Flnc;Gbp2;Pltp;Ralgds;S100a11;Mcl1;Gadd45b;Smox;Eif1;Ptprd;Col1a1;Ehd3;Gsta4;Maff;Mafk;Calm3;Rnps1;Vim;Calm1;Sfxn5
Kap1,Ifitm3;Rnf10;Ndufa13;Rarg;Frmpd1;Arpc1b;Tecr;Hspb1;Dbi;Lamc1;Sox2;Lgals3;Gja1;Eef2k;Tmem147;Peg13;Junb;Oasl1;Tgm2;Sun2;Endog;D8ertd738e;Pllp;Fbxo2;Shisa5;Slc39a10;Lsr;Rhof;2210016f16rik;Neat1;Fam126a;Tmem135;Kctd10;Ctdsp2;S100a6;Erf;Serping1;Hap1;Ezr;Ctxn1;Chst2;Ergic1;Atf4;Ppard;Mtmr3;Ahnak;Lrtm2;Slc1a4;Sbsn;Slc5a3;Akap2;Fam129b;Cnn3;Coro1c;Tm9sf3;Socs3;Nln;Clec3b;Nkain4;Ldha;Mobp;Dhrs7b;Ucp2;Abl1;Spp1;Them4;Gse1;Lrrc8a;Sncb;Ndufv2;Jam2;Zrsr1;Mog;Stat1;Fus;Zbtb16;Ephx2;Cmtm5;Cidea;Mt1;Asxl1;Sccpdh;Stk25;Psat1;Reep3;Bcl3;9530068e07rik;Alpl;Thrsp;Calr;Nf2;Fcgr2b;Slc25a34;Calm1;H2-t23;Rasgrf2;Hjurp;Fam107a;Plod2;Atp5g1;Ifit3;C4b;Sirpa;Lgals9;Oasl2;Hmgn1;Gpx1;Ifit3b;Erbin;Olfm1;Smo;Crispld2;Erp29;Pmp2;Cd302;Vgll3;Agpat5;Slc22a4;Lrp1;Lao1;Mat2a;Btbd3;Pltp;Slc35a2;Slc14a2;Mlh3;Dhrs7;Etl4;Eif4g3;Itm2c
Kdm2b,Midn;Ahcyl1;Plxnd1;Arl6ip1;Fnbp1l;Ccnd2;Mprip;Fth1;Capn2;Arl6ip4;Map3k6;Junb;Slc39a1;Kpna3;Paqr7;Stard7;Arid5a;Taldo1;Sdhc;Slc30a1;Foxp4;Carhsp1;Smo;Crispld2;Map7d1;Sqstm1;Atf4;Fkbp5;Sdc2;Slc1a4;Agap3;Slc5a3;Cnn3;Coro1c;Socs3;Arhgap21;Ldha;Rras;Btbd1;Tspan4;Camta1;Mbp;Ralgds;Gadd45b;Iqsec1;Tnk2;Gng12;Gjb2;Sccpdh;Stk25;Bcl3;Mafk;Gnb5;Rgl1;Calm1;Sfxn5;Itm2c;Fgfr1;Pigs;Rarg;Hip1;Tecr;Hspb1;Ppp1r9b;Trim8;Eef2k;Bcl7a;Psd2;Mdk;Nfkbiz;Myo18a;Tmed2;Cd34;Dusp4;Tsc22d4;Sun2;Brd2;Rhof;Tnfrsf1a;Rcn2;Cttn;Ctdsp2;Irf1;Vamp1;Cdc42ep1;Tmem9;Chst2;Ahnak;Slc43a3;Lrtm2;Tns2;Hdac7;Fam129b;Ablim2;Atoh8;4-sep;Susd4;S1pr1;Flnc;Msx1;Usp24;Spen;Mtx1;Pfkl;Myo1c;Clcf1;Chpt1;Vim;Pnpla2;Ifitm3;8-mar;Fads2;Lgals1;Paqr6;Gabarapl1;Neat1;Eef1a1;Adam15;Eef1a2;S100a6;Erf;Vdac2;Sult1a1;Man2a2;S100a11;Mcl1;Pmm1;Wfs1;Zbtb16;Fbxo31;Reep5;Reep3;Amotl2;Eif4g3;Bcl2l1;Tinagl1;Trim9;Map1lc3b;Senp8;Phgdh;Cic;Tnfrsf12a;Pllp;Ampd3;Fos;Ptp4a2;Ergic1;Gnai2;Sertad3;Negr1;Mog;Stat1;Haghl;Nap1l1;Asxl1;Tmem59;Lrg1;Gsta4;Spry2;Ifit3;Endou;Igfbp4;Mamstr;Shisa5;Stim1;Erp29;Fam92b;Cdc42se1;Mark3;Eif1;Dlg5;Rnps1;Cdkn1a;Cuedc2;Kcnc3;Triobp;Dbp;Metrn;Slc39a10;Irf7;Pick1;Mvk;Capg;Ucp2;Smox;Dbndd2;Tpt1;Samd14;Mxra7;Tshz1;Klc3;Apod;Col1a1;P4ha1;Calm3;Bmpr1a;Synm;Lamc1;Cyr61;Snapc2;Adamts1;Hey2;Anxa7;Dnm1;C1ql1;Erbin;Fjx1;Hdac2;Lrp1;Gdpd2;Camk2n1;Mgat3;Lrig1;Nrip3;Farp1;Sgpp1;Marcks;Frmpd1;Synpo;Hmgn1;Fbxo2;Fndc5;Fez1;Insig1;Zc3hav1;Abl1;Txndc5;Coq7;Cxcl12;Ppp1r1b;Alpl;Prkag1;Prkag2;Arhgap5;Tead3;Gprc5b;Hlf;Amigo2;Rnf7;Lmf1;Cnr1;Sncb;Ywhae;Icam1;Fads3;Ndst1;Arl5c;Chid1;Tspyl2;Tle1;Tpm3;Kctd1;Rnf126;Slc25a18;Exd2;Ddc;Zbtb42;Apoh;Eif4g1;Steap4;Apip;Ifit1;C4b;1700025g04rik;Chchd3;Ednrb;Peg13;Tnr;Efhd1;Plce1;Wls;Acot10;Shisa9;Tapbp;Col4a2;Cd109;Rhoj;Padi2;Cmpk2;Itih5;Agpat5;Gpm6a;Cebpd;Atl2;Rhobtb3;Ptn;Akap2;Sel1l3;Mustn1;Mapk4;Smad1;Sorbs1;Sqle;Ehd3;Rcan2;Etl4;Echdc3
Kdm5a,Ywhae;Exd2;Smg5;Osgep;Man2a2;Dhrs7b;Sirpa;Arl6ip4;Slc39a1;Txndc5;Mtx1;Stard7;Tpm3;Fus;Ndufc2;Ddost;Sgpp1;Fbxo31;Eif1;Tmem59;Dbndd2;Marcks;Gap43;Tmx2;Reep3;Atf4
Kdm5b,Ahcyl1;Gt(rosa)26sor;Hjurp;Fam107a;Fnbp1l;Nudt4;Fads2;Golga4;Fnta;Plce1;Qk;Cavin1;Kpna3;Hmgn1;Mbnl2;Tpm3;Mamstr;Col23a1;Ifrd1;Cacna2d3;Kctd1;Dctd;Tmx2;Col4a2;Mia2;Erp29;Sbds;Vdac2;Sqstm1;Fkbp3;Macf1;Gpm6a;Lrrc59;Mtmr3;Tbc1d9b;Pdxdc1;Zfp503;Slc1a4;Pla2g7;Cnn3;Camta1;Gse1;Ndufv2;Mark3;Snx5;Smad1;Btbd17;Fus;Irgm1;Fuz;Mt1;Cyp51;Cherp;Bc005537;Sqle;Nsg2;Etl4;Ppp1r1b;Alpl;Fat3;Sfxn1;Rnps1;Nf2;Itm2c;Fgfr1;Eif4g1;Ywhae;Rnf10;Slc44a1;Lamc1;Slc7a10;Arhgap5;Atp5g1;Smg5;Triobp;Sgce;Eef2k;Arl5c;Myo18a;Tmed2;Anxa7;Scd1;Enoph1;Oasl1;Tsc22d4;Brd2;Kremen1;Slc39a10;Rhof;Urb1;Fam126a;Ptgr2;Gap43;Irf1;Agpat5;Ddc;Atl2;Cox5a;Srr;Mat2a;Ucp2;Ctnna1;Msx1;E2f5;Jam2;Usp24;Pcp4l1;Stat3;Mboat2;Nap1l1;Efr3b;Tmco1;Asxl1;Tmem59;Spcs2;Dhrs7;Myo1c;Gsta4;Psat1;Cdo1
Kdm6a,Mtx1;Ifrd1;Apip;Cstf2t;Sdhc;Vldlr;Bcs1l;Osgep;Emg1;Golga4;Kctd10;Nit1;Atf4
Klf1,Steap3;Aldh1l1;Pros1;Hjurp;Aqp4;Cyr61;Ppp1r9b;Lgals3;Samd14;Eef2k;Glipr2;Hey2;Scd1;Tgm2;Paqr6;Gpx1;Rsad2;Col23a1;Gab2;Shisa9;Neat1;Ezr;Irf9;Ank;Ergic1;Insig1;Rhobtb3;Slc1a4;Usp18;Lmf1;Prdx2;Nln;Ablim2;Ucp2;Nrip3;Gse1;Mark3;Mapk4;Mcl1;Usp24;Cadm3;Slc14a2;Smox;Zbtb16;Hinfp;Ptprd;Myo1c;Col5a3;Echdc3;Calr;Rgl1
Klf2,Sox2;Socs3;Cdkn1a;Fos;Serpina3n;Junb;Tpt1
