term,genes
Sp1,Midn;Rarg;Hip1;Plxnd1;Ndufa11;Kcnc3;Etfb;Slc7a10;Amot;Trim8;Mrpl41;Retreg2;Samd14;9-sep;Dbp;Mprip;Mdk;Senp8;Capn5;Hey2;Sirpa;Cic;Junb;Enoph1;Tead3;Tspyl2;Dusp4;Sun2;Kremen1;Cacna2d3;Slc30a1;C1ql1;Fndc5;Erbin;Rnf126;Carhsp1;Stim1;Irf1;Eef1a2;Aspg;Ezr;Sqstm1;Itih5;Rtn2;Slc22a4;Macf1;Tshz1;Lpar1;Slc1a4;Adcy2;Agap3;Tns2;Slc5a3;Fam129b;Coro1c;Arhgap21;Srr;Sertad3;Cnr1;Tspan6;Mgat3;Abl1;Lrig1;Tspan4;Ctnna1;Flnc;Tppp;Ralgds;Txndc5;Farp1;Egln2;Iqsec2;Iqsec1;Tnk2;Haghl;Pfkl;Slc6a8;Myo1c;Bcl3;Ppp1r1b;Maff;Calm1;Ttll9;Eif4g1;Eci1;Hr;Nudt4;Sox2;Fads3;Qk;Kpna3;Hmgn1;Paqr8;Fbxo2;Kctd1;Foxp4;Olfm1;Adam15;Fam92b;Atp6v1a;Ak4;Sel1l3;Socs3;Nln;Rras;Fam241a;Camta1;Gse1;Pmm1;Ephx2;Idh2;Nipsnap2;Prrc2b;Fbxo31;Bc005537;Gjb2;Reep5;Adi1;Reep3;Alpl;Bmpr1a;Slc44a1;Arpc1b;Prkag1;Lamc1;Larp1b;Triobp;1700025g04rik;Snapc2;Brd2;Ndufc2;Ptp4a2;Ctdsp2;Hlf;Lrp1;Zfp703;Amigo2;Zbtb42;Agpat1;Hdac7;Camk2n1;Eps15;Mapk4;Mapk3;Spen;Mboat2;Asxl1;Dbndd2;Snrk;Znfx1;Clcf1;Zyx;Chpt1;Pnpla2
Sp3,Pygb;Midn;Rarg;Hip1;Plxnd1;Ndufa11;Kcnc3;Hr;Etfb;Slc7a10;Larp1b;Amot;Mylk;Mrpl41;9-sep;Mprip;Mdk;Senp8;Dner;Capn5;Cic;Junb;Enoph1;Tead3;Sun2;Prkcd;Kremen1;Cacna2d3;Rhof;Fndc5;Rnf126;Carhsp1;Eef1a2;Aspg;Anapc4;Ezr;Sqstm1;Itih5;Rtn2;Macf1;Lpar1;Zbtb42;Adcy2;Tns2;Slc5a3;Fam129b;Coro1c;Arhgap21;Srr;Sertad3;Man2a2;Cnr1;Abl1;Lrig1;Tspan4;Ctnna1;Flnc;Tppp;Cyc1;Txndc5;Farp1;Egln2;Pmm1;Iqsec1;Tnk2;Haghl;Sgpp1;Cxcl12;Slc6a8;Myo1c;Bcl3;Maff;Rnps1;Calm1;Ttll9;Eif4g1;H2-t23;Prkag1;Arhgap5;Txndc15;Triobp;Fyco1;Gja1;Ccnd2;Adamts1;Lgals9;Oasl1;Brd2;Paqr6;Commd10;Slc30a1;Dnm1;Eef1a1;Erbin;Olfm1;4930402h24rik;Fez1;Tmem35a;Rhoj;Irf7;Arhgef4;Padi2;Tagln3;Fkbp3;Chst2;Astn1;Fkbp5;Zfp869;Lrp1;Lrtm2;Gstt3;Pla2g7;Socs3;Nln;Lao1;Mat2a;Camk2n1;Ucp2;Gse1;Lrrc8a;Hhatl;Iqsec2;Mt1;Stxbp5l;Cxcl10;Gjb2;Col5a3;Fabp7;Wnk2;Sfxn1;Vim;Eif4g3
Spi1,Cdkn1a;Tinagl1;Cltb;Prkag2;Dbi;Arhgap5;Mylk;Trim8;Flot1;Enpp2;Arl6ip4;Timp3;Tspyl2;Dusp4;Brd2;Paqr6;Tnfrsf12a;Taldo1;Ampd3;Tuba4a;Dnm1;C1ql1;Tmem135;Col4a2;Ndufs7;Mia2;Irf1;Rhoj;Aplnr;Serping1;Hacd3;Nupr1;Hap1;Tagln3;Atf4;Amigo2;Lcat;Zc3hav1;Tns2;Sel1l3;Btbd1;Fam120c;Ucp2;Atoh8;Spp1;Tspan3;Slc38a3;Ntsr2;Farp1;Gadd45b;Cmtm5;Msn;Mlh3;Prrc2b;Cherp;Qdpr;Dbndd2;Myo1c;Reep5;Echdc3;Ypel3
Spib,Mtch1;Tnfaip6;Hspb6;Sema3g;Prkag2;Slc1a4;Tmem140;Agpat1;Gnai2;Ldha;Tmem147;Senp8;Apoh;Flot1;Cyc1;Wls;Brd2;Slc13a3;Iqsec2;Iqsec1;Zbtb16;Vta1;Taldo1;Dhrs1;Stxbp5l;Ptp4a2;Tmem135;Cd109;Bcl2l1
Srebf1,Col16a1;Eci1;Fnbp1l;Tmem140;Sox2;Ndst1;Fads2;Capn5;Capn2;Arl6ip4;Lgals9;Junb;Gpr179;Chid1;Cybb;Bcs1l;Asrgl1;Dctd;Olfm1;Kctd10;Crispld2;Serping1;Nupr1;Fam92b;Fkbp5;Gpm6a;Adcyap1r1;Insig1;Zc3hav1;Slc5a3;Osgep;Coro1c;Nkain4;Mobp;Tspan4;Snx5;Txndc5;Smad1;Gadd45b;Iqsec2;Tnk2;Msn;Reep1;Col1a1;Cops6;G6pc3;Ppp1r1b;Alpl;Plekhm2;Fxyd6;Rnps1;Dhcr7;Nit1;Calm1;Bcl2l1;Itm2c;Rarg;Cuedc2;Arpc1b;Tecr;Rlbp1;Triobp;Ppp1r9b;Sgce;Akap13;9-sep;Dner;Adamtsl2;Hey2;Tmed2;Timp1;Brd2;Tnfrsf12a;Gpx3;Metrn;Amt;Slc39a10;Irak3;Gfra1;Ampd3;Slc39a14;Dnm1;Ptp4a2;Slc25a18;Gprc5b;Ndufs7;Irf1;Irf7;Ergic3;Ergic1;Kank1;Mvk;Ahnak;Cebpd;Lcat;Gnai2;Rida;Clec3b;Lrig1;Slc35a2;Farp1;Mtx1;Tmem176b;Stat3;Efr3b;Dhrs7;Ttll9
Srebf2,Cuedc2;Tinagl1;Ndufa11;Eci1;Prkag1;Prkag2;Larp1b;Fads2;Map1lc3b;9-sep;Adamts1;Capn2;Plce1;Chid1;Tsc22d4;Endog;Tle1;Igfbp4;Arid5a;Rhof;Fos;Tnfrsf1a;Adam15;Eef1a2;Serping1;Nupr1;Ctxn1;Sqstm1;Ergic1;Itih5;Agpat5;Slc43a3;Zbtb42;Adcy2;Ak4;Gnai2;Emg1;Ldha;Ucp2;Mgat3;Vhl;Pltp;Egln2;Zbtb16;Cmtm5;Tnk2;Coq7;Cherp;Dbndd2;Ppp1r1a;Bcl3;Lcn2;Calr;Nf2;Sfxn5;Pnpla2;Fgfr1
Srf,Steap3;Ahcyl1;8-mar;Ndufa11;Hjurp;Aqp4;Tmem140;Ifit1;Txndc16;C4b;Endou;Laptm4a;Chchd3;Ednrb;Fnta;Kif5c;Capn5;Capn2;Hadh;Synpo;Junb;Hmgn1;Chid1;Tspyl2;Gbp5;Paqr7;Stard7;Tpm3;Ifrd1;Arid5a;Asrgl1;Fndc5;Clip3;Tmx2;Adam15;Cd109;Gpd1;S100a6;Serping1;Padi2;Vdac2;Fkbp9;Fam92b;Sqstm1;Frem2;Astn1;Fkbp5;Rtn2;Lrrc59;Lman2l;Ntm;Sdc2;Slc1a4;Zc3hav1;Slc5a3;Fbln5;Nln;Sbno2;Rras;Dhrs7b;Pnpo;Camta1;Cyc1;Smad1;Tmem86a;Cherp;Mfhas1;Ehd3;Sccpdh;P4ha1;Adi1;Col5a3;Dlg5;Rcan2;Maff;Fat3;Eif4g3;Sfxn5;Itm2c;Lgals3bp;Rtp4;Rnf10;Cdkn1a;Tnfaip6;Hspb6;Ptprn;Apip;Prkag2;Etfb;9-sep;Eef2k;Dbp;Flot1;Timp3;Anxa7;Enoph1;Brd2;Slc13a3;Myoc;Pllp;Amt;Gab2;Fos;Tnfrsf1a;Tapbp;Gap43;Rcn2;Tmem35a;Rhoj;Aspg;Naxd;Kcna1;Ptn;Tns2;Agpat1;Usp18;Rida;Tm9sf3;Sertad3;Sv2b;Olfml3;Cnr1;Nrip3;Msx1;E2f5;Gbp2;Mapk3;Slc35a2;Mog;Cmtm5;Lgi3;Sorbs1;Stxbp5l;Tmem59;Nfasc;Marcks;Myo1c;Gsta4;Spry2;Sycp3;Ttll9;Ypel3;Tpt1
Stat1,Lgals3bp;Steap3;Col16a1;Tinagl1;Plxnd1;Arl6ip1;Cltb;Prkag1;Triobp;Amot;Sox2;Tgm1;Retreg2;Dbp;Nfkbiz;Flot1;Adora1;Me1;Synpo;Enoph1;Brd2;Slc13a3;Rsad2;Tpm3;Ifrd1;Taldo1;Ampd3;Ptp4a2;Tst;Ifi27;Angptl4;Slc25a5;Ezr;Vgll3;Fkbp5;Gria1;Lrrc59;Lrp1;Tspan33;Akap2;Hdac7;Drp2;Sertad3;Btbd1;Rdh12;Btbd3;Tspan6;Slc38a3;Snx5;Farp1;Iqsec2;Stat1;Tmem176b;Tmem176a;Mlh3;Stxbp5l;Tmem59;Dbndd2;Myo1c;Lrg1;Rnps1;Nit1;Tmem9b;Tpt1
Stat3,Ywhae;Lgals3bp;Cdkn1a;Steap3;Aldh1l1;Slc44a1;Ccnh;Vldlr;Etfb;Triobp;Sox2;Akap13;Gja1;9-sep;Bcl7a;Kif5c;Kif5a;Adora1;Me1;Timp3;Slc39a1;Paqr8;Slc13a3;Gpx3;Ifrd1;Amt;Ndufc2;Kctd1;Rhof;Ampd3;Fam126a;Mia2;Ifi27;Tmem33;Cd109;Irf1;Irf7;Anapc4;Rdh5;Pmp2;Cd302;Tagln3;Chst2;Astn1;Ppard;Cdc42se1;Gpm6a;Cebpd;Luzp2;Insig1;Ntm;Cstf2t;Ak4;Zc3hav1;Tns2;Akap2;Gnai2;Sel1l3;Sertad3;Rdh12;Cnr1;Tspan6;4-sep;Susd4;Tspan4;Camta1;Nrip3;Tspan3;Ntsr2;Cadm3;Rpl41;Pmm1;Mog;Fus;Cmtm5;Tmem176a;Cidea;Def8;Nipsnap2;Asxl1;Ptprd;Slc4a8;Tmem59;Cops6;Ehd3;Cxcl12;P4ha1;Psat1;Clcf1;Vim;Rgl1;Fcgr2b;Tpt1;Eif4g1
Stat5b,Rpl4;Rnf10;Mtch1;Cuedc2;Steap4;Hspb6;Ccnh;Fam107a;Sat1;Atp5g1;Rbm3;Endou;Senp8;Capn2;Efhd1;Gbp5;Mbnl2;Entpd6;Arid5a;Omg;Fos;Bcs1l;4930402h24rik;Scg5;Serping1;Itih5;Anapc16;Mvp;Saa3;Zfp503;Tns2;Hdac7;Tspan31;Socs3;Arhgap21;Rras;Btbd1;Tspan7;Spp1;Camta1;Vhl;Sncb;Ralgds;Gdf10;Smad1;C1ra;Gadd45b;Rasl10b;Ephx2;Irgm1;Ifi47;Coq7;Sgpp1;Tmem59;Ehd3;Gsta4;Bcl3;Etl4;Gnb5
Tbx5,Hip1;8-mar;Tnfaip6;Frmpd1;Pros1;Cltb;Prkag2;Dbi;Plod2;Lamc1;Slc7a10;Fyco1;Fads2;Me1;Kpna3;Oasl1;Il13ra1;Brd2;D8ertd738e;Metrn;Shisa5;Tnfrsf1a;C1ql1;Olfm1;Tst;Kctd10;Aplnr;Vamp1;Tmem9;Exd2;Lman2l;Slc43a3;Zfp703;Ntm;Gstt3;Zbtb42;Capg;Agpat1;Sult1a1;Mobp;Mustn1;Myo6;Ucp2;Nrip3;Gse1;Spen;Slc35a2;Slc14a2;Pcp4l1;Sorbs1;Coq7;Tmco1;Cyp51;Tmem59;Bc005537;Lrg1;Psat1;Fabp7;Dlg5;Etl4;Plekhm2;Gnb5
Tcf3,Pigs;Pygb;Cdkn1a;Ndufa11;Ncan;Tecr;Prkag2;Triobp;9-sep;Eef2k;Dbp;Tmsb4x;Adamtsl2;Arl6ip4;Pamr1;Tgm2;Chid1;Atp6ap1;Mamstr;Amt;Shisa5;Tmc7;Lsr;Bcs1l;Tuba4a;Ptp4a2;S100a6;Anapc4;Pick1;Nupr1;Hap1;Irf9;Lxn;Usp18;Cox5a;Prdx2;Galr3;Camk2n1;Tmem205;Atoh8;Nrip3;Tppp;Ralgds;Txndc5;Mcl1;Spen;Slc35a2;Egln2;Haghl;Eif2ak2;Efr3b;Sgpp1;Spcs2;Myo1c;Echdc3;Mafk;Slc25a34;Ramp1;Pnpla2
Tcf4,Arl6ip1;Ccnh;Pros1;Plod2;Aqp4;Tmem140;Icam1;Mylk;Sox2;Fads2;Golga4;Fnta;Enpp2;Hadh;Kpna3;Tspyl1;Mbnl2;Ifrd1;Arid5a;Col4a2;Mia2;Ifi27;Crispld2;Fez1;Scg5;Erp29;Fkbp9;Nupr1;Mxra7;Tagln3;Astn1;Rtn2;Gpm6a;Ndufb10;Lman2l;Anapc16;Ntm;Slc1a4;Ak4;Coro1c;Nln;Emg1;Btbd1;Mobp;Dhrs7b;Btbd3;Tspan6;Apoh;Cd14;Ralgds;Snx5;Rasl10b;Fuz;Cp;Coq7;Prrc2b;Fbxo31;Ptprd;Qdpr;Reep1;Cxcl10;Ehd3;Adi1;Reep3;Dlg5;Fat3;Sfxn1;Gnb5;Rgl1;Fgfr1;Eif4g1;Tinagl1;Hip1;Tnfaip6;Kcnc3;Etfb;Rlbp1;Akap13;Fyco1;Trim9;Eef2k;Bcl7a;A4galt;Enoph1;Slc13a3;Parp3;Gpx3;Ndufc2;Emp2;Ampd3;Urb1;Ptgr2;Tnfrsf1a;Rab33b;Gap43;Rcn2;Tmem33;Pmp2;Tmem9;Cd302;Hap1;Ergic3;Slc25a5;Fjx1;Ddc;Naxd;Kcna1;Zbtb42;Ptn;Tns2;Cox5a;Fam129b;Clec3b;4-sep;E2f5;Gbp2;Eps15;Jam2;Usp24;Stat1;Pcp4l1;Smox;Stat3;Mlh3;Hinfp;Tmem59;Nfasc;Snrk;Marcks;Gsta4;Fabp7;Chpt1;Sycp3
Tcfap2a,Midn;Hip1;Plxnd1;Triobp;Trim8;Tmem47;Ccnd2;Bcl7a;Mprip;Mdk;Nfkbiz;Sirpa;Cic;Junb;Enoph1;Sun2;Tle1;Metrn;Fbxo2;Cacna2d3;Kctd1;Gab2;Fos;C1ql1;Erbin;Rnf126;Carhsp1;Stim1;Eef1a2;Aspg;Cdc42ep1;Mxra7;Ezr;Sqstm1;Mgll;Slc22a4;Kank1;Ntm;Adcy2;Agap3;Tns2;Slc5a3;Arhgap21;Man2a2;Cnr1;Mgat3;Susd4;Abl1;Lrig1;Tspan4;Ctnna1;Lrrc8a;Tppp;Txndc5;Smad1;Farp1;Egln2;Gadd45b;Tnk2;Tmem176a;Haghl;Def8;Sgpp1;Dbndd2;Slc6a8;Myo1c;Dlg5;Bcl3;Ppp1r1b;Maff;Rnps1;Calm1;Eif4g3;Ttll9;Bcl2l1;Fgfr1;Bmpr1a;Eif4g1
Tead1,Ifitm3;8-mar;Plod2;Smg5;Cyr61;Ifit2;Tgm1;Akap13;9-sep;Eef2k;Tmem147;Ednrb;Psd2;Mpz;Senp8;Flot1;Sirpa;Timp3;Brd2;Mbnl2;Tpm3;Ndufc2;Fam126a;Dctd;Cldn10;Ppa2;Scg5;Irf7;Cmpk2;Gria1;Lrrc59;Tbc1d9b;Kcna1;Rnf7;Tns2;Sbsn;Agpat1;Akap2;Coro1c;Sult1a1;Socs3;Sbno2;Sertad3;Mustn1;Dhrs7b;Tmem205;Lrrc8a;Ctnna2;Snx5;Rasl10b;Tmem176a;Mboat2;Eif2ak2;Marco;Mfhas1;Dlg5;Clcf1;Ppp1r1b;Mafk;Fxyd6;Sfxn1;Polr3h;Eif3f
Tead2,H2-t23;Cdkn1a;Rarg;Tnfaip6;Slc44a1;Ncan;Prkag2;Hr;Lamc1;Etfb;Fnbp1l;Ppp1r9b;Ifit2;Trim8;Sgce;1700025g04rik;9-sep;Ccnd2;Dbp;Lgals1;Psd2;Mdk;Glipr2;Adamts1;Adora1;Sirpa;Cic;Slc39a1;Enoph1;Kpna3;Gpr179;Tead3;Brd2;Fbxo2;Bgn;Cacna2d3;Kctd1;Rfx3;Slc30a1;Tmc7;Icosl;Gab2;C1ql1;Tst;Ctdsp2;Erf;Igtp;Rtn2;Atp6v1a;Lrp1;Lrtm2;Lcat;Zbtb42;Tns2;Agpat1;Hdac7;Fam129b;Socs3;Camk2n1;Fam120c;Btbd3;Ucp2;Mgat3;Camta1;Gse1;Ctnna2;Mapk3;Usp24;Slc14a2;Negr1;Fus;Zbtb16;Cmtm5;Nipsnap2;Prrc2b;Dbndd2;Marcks;Myo1c;Plekhm2;Mafk;Amotl2;Gnb5;Bmpr1a;Eif4g1;Steap3;Midn;Ndufa11;Txndc16;Nudt4;Rph3a;Tmsb4x;Dner;Capn5;Nfkbiz;Flot1;Tspyl2;Dusp4;Sun2;Tle1;Tpi1;Metrn;Ifrd1;Fos;Tuba4a;Rab33b;Carhsp1;Cttn;Col4a2;Eef1a2;Irf7;Arhgef4;Serping1;Angptl4;Ezr;Sqstm1;Ergic1;Ppard;Macf1;Exd2;Psmb10;Coro1c;Sult1a1;Sbno2;Mat2a;Tmem205;Tspan4;Ctnna1;Nrip3;Slc38a3;Snx5;Txndc5;Egln2;Iqsec2;Iqsec1;Haghl;Sorbs1;Marco;Slc6a8;Clcf1;Ppp1r1b;Zyx;Echdc3;Dhcr7;Calm1
Tead4,Midn;Rarg;Plxnd1;Ndufa11;Kcnc3;Apip;Prkag1;Aqp4;Etfb;Fnbp1l;Slc7a10;Mylk;Mrpl41;Sox2;Sgce;Retreg2;Samd14;9-sep;Dbp;Mdk;Dner;Sirpa;Cic;Junb;Enoph1;Hmgn1;Tspyl2;Sun2;Brd2;Paqr6;Ifrd1;Rfx3;Fos;C1ql1;Fndc5;Gprc5b;Carhsp1;Irf1;Eef1a2;Aspg;Erf;Cdc42ep1;Angptl4;Ezr;Itih5;Macf1;Adcyap1r1;Tshz1;Lpar1;Slc1a4;Agap3;Tns2;Agpat1;Fam129b;Arhgap21;Sertad3;Fam120c;Ucp2;Susd4;Tspan4;Ctnna1;Flnc;Tppp;Tspan3;Cyc1;Slc38a3;Txndc5;Gdf10;Egln2;Iqsec1;Wfs1;Zbtb16;Haghl;Efr3b;Pfkl;Slc6a8;Clcf1;Bcl3;Ppp1r1b;Maff;Mafk;Calm1;Eif4g1
Tfap2a,Cuedc2;Ahcyl1;Frmpd1;Arpc1b;Kcnc3;Ncan;H2-k1;Dbi;Etfb;Fnbp1l;Ppp1r9b;Rph3a;Ndst1;Ednrb;Capn2;Efhd1;Pgm5;Synpo;Junb;Sun2;Brd2;Tpi1;Tspyl1;Metrn;Fbxo2;Prkcd;Shisa5;Kctd1;Slc30a1;Foxp4;Asrgl1;Tnfrsf1a;Tapbp;Fndc5;Cldn10;Ptp4a2;Crispld2;Rhoj;Aspg;S100a6;Erf;Cdc42ep1;Pick1;Tmem9;Fam92b;H2-d1;Astn1;Vgll3;Rtn2;Gria1;Lxn;Saa3;Atl2;Gstt3;Gdpd2;Capg;Tns2;Sbsn;Agpat1;Psmb10;Hdac7;Sel1l3;Socs3;Srr;Sbno2;Emg1;Sv2b;Tmem205;Mgat3;Apod;Tppp;Ralgds;Hhatl;Farp1;Mtx1;Rasl10b;Ccdc190;Tmem176b;Cmtm5;Tmem176a;Def8;Col1a1;Marco;Pfkl;Ehd3;Myo1c;Lrg1;Ppp1r1a;Reep3;Clcf1;Etl4;Ppp1r1b;Lcn2;Alpl;Fcgr2b;Fgfr1;Ndufa13;Midn;Plxnd1;Hr;Fads3;Retreg2;Samd14;Ccnd2;Mprip;Sirpa;Arl6ip4;Hadh;Paqr6;Cacna2d3;Rpsa;Neat1;Clip3;Carhsp1;Eef1a2;Fkbp9;Mxra7;Ezr;Ctxn1;Sqstm1;Atf4;Adcyap1r1;Tbc1d9b;Ndufb10;Tshz1;Lpar1;Slc1a4;Ak4;Agap3;Slc5a3;Sult1a1;Nkain4;Ldha;Man2a2;Abl1;Tspan4;Slc38a3;Txndc5;Gadd45b;Zbtb16;Tnk2;Fuz;Nipsnap2;Fbxo31;Qdpr;Sccpdh;Cxcl12;Slc6a8;Dlg5;Bcl3;Maff;Mafk;Rnps1;Rgl1;Calm1;Eif4g3;Itm2c;Pigs;Hip1;Prkag1;Prkag2;Lamc1;Slc7a10;Arhgap5;Trim8;Mrpl41;9-sep;Eef2k;Psd2;Mdk;Glipr2;Senp8;Adamtsl2;Hey2;Flot1;Cic;Enoph1;Tead3;Dusp4;Parp3;Tnfrsf12a;Amt;Bgn;Gfra1;Gab2;Fos;Urb1;Erbin;Tst;Irf7;Angptl4;Mgll;Itih5;Kank1;Sema3g;Adcy2;Fam129b;Sertad3;Cnr1;Camk2n1;Susd4;Lrig1;Nrip3;Lrrc8a;Mapk4;Usp24;Gdf10;Egln2;Haghl;Dbndd2;Psat1;Slc25a34
Tfap2c,Rtp4;Aldh1l1;Cltb;Prkag2;Larp1b;Triobp;C4b;Fads3;Eef2k;Snapc2;Adamtsl2;Hey2;Junb;Kpna3;Tead3;Sun2;Brd2;Paqr6;Igfbp4;Metrn;Slc39a14;Tuba4a;C1ql1;Ptp4a2;Adam15;Eef1a2;Sbds;Irf7;Arhgef4;Cdc42ep1;Slc25a5;Sqstm1;Ddc;Tbc1d9b;Ahnak;Insig1;Lrtm2;Slc1a4;Gnai2;Prdx2;Sbno2;Man2a2;Btbd1;Mustn1;Ucp2;Bag1;Lrig1;Tspan4;Nrip3;Flnc;Farp1;Egln2;Gadd45b;Mtx1;Pmm1;Cxcl12;Myo1c;Stk25;Echdc3;Thrsp;Gnb5;Xaf1;Ttll9
Thrb,Ywhae;Pygb;Steap3;Midn;Arl6ip1;Ndufa11;Kcnc3;Apip;Dbi;Plod2;Ece2;Fnbp1l;Arhgap5;Atp5g1;Txndc16;Trim8;Sgce;Fads2;9-sep;Adamtsl2;Efhd1;Anxa7;Junb;Il13ra1;Chid1;Parp3;Tle1;Mamstr;Metrn;Arid5a;Cacna2d3;Kctd1;Fos;Urb1;Osmr;Slc39a14;Clip3;Tmem135;Carhsp1;Tmx2;Stim1;Tst;Tmem33;Fez1;Arhgef4;Cmpk2;Angptl4;Slc25a5;Vgll3;Ahnak;Amigo2;Tns2;Osgep;Gnai2;Sel1l3;Ablim2;Rras;Man2a2;Camk2n1;Ucp2;Susd4;Lrig1;Lrrc8a;Ndufv2;Pltp;S100a11;Txndc5;Farp1;Pcp4l1;Tmem176b;Zbtb16;Ephx2;Haghl;Mboat2;Def8;Coq7;Hinfp;Eif1;Dbndd2;Gjb2;Slc6a8;Myo1c;Stk25;Dlg5;Clcf1;Maff;Gnb5;Rgl1;Cdo1;Ttll9;Tmem9b;Fgfr1;Bmpr1a
Tp53,Aldh1l1;Ndufa13;Pros1;Ifit1;Sat1;Golga4;Ednrb;Lgals1;Capn2;Pamr1;Chid1;Gbp5;Paqr6;Prkcd;Taldo1;Rpsa;Asrgl1;Ppa2;Stim1;Gpd1;Aplnr;Erf;Cmpk2;Nupr1;Fkbp5;Slc22a4;Zc3hav1;Cnn3;Coro1c;Sult1a1;Prdx2;Rras;Rdh12;Dhrs7b;Bag1;Mbp;Cd14;Cyc1;Ndufv2;Mcl1;Rpl41;Pmm1;Vta1;Ephx2;Msn;Eif2ak2;Cp;Eif1;Ptprd;Reep1;Marco;Cxcl10;Dlg5;Bcl3;Gnb5;Eif4g3;Bcl2l1;Bmpr1a;Eif4g1;Cdkn1a;Hspb6;Kcnc3;Prkag1;Prkag2;Triobp;Akap13;Trim9;Dbp;Senp8;Flot1;Cic;Brd2;Parp3;Tmc7;Lsr;Irak3;Ampd3;Gab2;Osmr;Erbin;Ptp4a2;Gap43;Ctdsp2;Irf1;Pmp2;Angptl4;Ergic3;Ppard;Itih5;Naxd;Cebpd;Capg;Tspan33;Gnai2;Cnr1;Fam120c;Tmem205;Mgat3;Lrrc8a;Vhl;Usp24;Slc35a2;Mog;Mlh3;Lrg1;Pnpla2;Rpl4;Rnf10;Cltb;Fam107a;Hspb1;Rph3a;Eef2k;Arl5c;Ctsl;Myo18a;Oasl2;Gpr179;Sun2;Endog;Tpm3;Icosl;Fos;Slc25a18;Adam15;Mia2;Erp29;Irf7;Igtp;Serping1;Vdac2;Sqstm1;Rtn2;Exd2;Pdxdc1;Lman2l;Cstf2t;Abl1;Fmc1;Ip6k1;Eps15;Snx5;Gadd45b;Ifi204;Lgi3;Fuz;Tmco1;Cops6;Ehd3;Slc6a8;Nf2
Ubtf,Steap3;Rarg;Ahcyl1;Tinagl1;Tnfaip6;Arl6ip1;Etfb;Arhgap5;Trim8;Sox2;Akap13;Samd14;Capn2;Arl6ip4;Tead3;Chid1;Gbp5;Brd2;Rsad2;Prkcd;Kctd1;Fos;Tuba4a;Asrgl1;Tapbp;Dctd;Ptp4a2;Rcn2;Ppa2;Cttn;Mia2;Map7d1;Vdac2;Naxd;Ndufb10;Lcat;Capg;Adcy2;Agpat1;Cnn3;Drp2;Man2a2;Tmem205;Ucp2;4-sep;Tspan4;Lrrc8a;Mcl1;Iqsec1;Zbtb16;Lgi3;Stat3;Sorbs1;Apln;Asxl1;Ptprd;Reep1;Tmem59;Cxcl12;Amotl2;Sfxn1;Sycp3
Usf1,Rtp4;Col16a1;8-mar;Ece2;Rbm3;Fyco1;Retreg2;Ccnd2;Flot1;Chid1;Brd2;Slc13a3;Myoc;Metrn;Amt;Ampd3;Slc39a14;Gprc5b;Ppa2;Adam15;Cttn;Crispld2;Gpd1;S100a6;Anapc4;Cmpk2;Mgll;Fkbp5;Atp6v1a;Kank1;Ak4;Agap3;Sbsn;Osgep;Ldha;Ptdss1;Fam120c;Ucp2;Mgat3;Ip6k1;Snx5;Mapk3;Egln2;Gadd45b;Iqsec1;Msn;Psmb8;Hinfp;Znfx1;Slc6a8;G6pc3;Ppp1r1b;Maff;Alpl;Polr3h;Calr;Nit1;Eif4g1;Agpat5;Steap4;Mtmr3;Usp18;Ggta1;Hdac7;Nln;Lgals1;Sv2b;Man2a2;Camk2n1;Spp1;Ctnna1;Tmed2;Tspan3;Ralgds;Tgm2;Tead3;Usp24;Tmem86a;Slc14a2;Stat1;Cmtm5;Col23a1;Nap1l1;Tmc7;Shisa9;Ptgr2;Dnm1;Tapbp;Tmem59;Nfasc;Nsg2;Ctdsp2;Bcl3;Etl4;Thrsp;Nupr1;Gnb5;Ramp1
